Date,Open,High,Low,Close,Volume,Adj Close
2014-12-31,185.809998,188.119995,184.449997,185.029999,1569800,185.029999
2014-12-30,187.449997,188.240005,184.350006,184.940002,678800,184.940002
2014-12-29,188.110001,189.429993,185.929993,188.710007,862200,188.710007
2014-12-26,182.800003,187.839996,182.229996,187.490005,645500,187.490005
2014-12-24,179.350006,185.779999,179.339996,181.960007,433700,181.960007
2014-12-23,189.240005,189.889999,176.610001,178.869995,2354000,178.869995
2014-12-22,189.330002,189.970001,184.860001,188.149994,945700,188.149994
2014-12-19,189.039993,191.559998,187.679993,189.529999,2088300,189.529999
2014-12-18,185.889999,189.009995,184.00,188.960007,1291500,188.960007
2014-12-17,178.779999,182.820007,176.009995,182.080002,1953700,182.080002
2014-12-16,181.360001,184.440002,177.160004,177.729996,1930600,177.729996
2014-12-15,188.059998,190.220001,183.020004,183.210007,1375300,183.210007
2014-12-12,188.509995,191.960007,186.580002,186.899994,1039400,186.899994
2014-12-11,194.059998,197.320007,190.160004,191.619995,1038400,191.619995
2014-12-10,197.600006,198.710007,191.00,191.440002,1476400,191.440002
2014-12-09,194.570007,200.059998,192.00,199.779999,1027100,199.779999
2014-12-08,198.419998,200.850006,196.029999,197.130005,993500,197.130005
2014-12-05,197.740005,198.880005,195.580002,198.610001,627900,198.610001
2014-12-04,196.25,199.970001,195.550003,197.660004,511400,197.660004
2014-12-03,201.25,203.300003,194.619995,198.880005,1126800,198.880005
2014-12-02,193.070007,202.039993,193.070007,200.789993,1828500,200.789993
2014-12-01,194.649994,195.679993,191.130005,192.509995,826800,192.509995
2014-11-28,195.470001,196.490005,193.520004,194.899994,576600,194.899994
2014-11-26,193.279999,194.990005,191.520004,194.720001,704500,194.720001
2014-11-25,194.080002,194.179993,191.50,192.770004,659800,192.770004
2014-11-24,192.550003,195.009995,192.309998,194.149994,810300,194.149994
2014-11-21,194.979996,195.869995,190.289993,191.020004,1086600,191.020004
2014-11-20,190.899994,193.229996,189.449997,192.550003,554200,192.550003
2014-11-19,190.369995,194.259995,189.369995,191.960007,633900,191.960007
2014-11-18,187.25,193.039993,187.240005,192.369995,823300,192.369995
2014-11-17,188.600006,191.339996,185.800003,186.779999,929200,186.779999
2014-11-14,193.639999,193.949997,187.059998,188.759995,974600,188.759995
2014-11-13,194.300003,194.960007,191.210007,193.589996,636900,193.589996
2014-11-12,194.710007,195.210007,192.759995,193.690002,613300,193.690002
2014-11-11,195.320007,197.00,193.270004,194.919998,762400,194.919998
2014-11-10,194.550003,195.839996,191.339996,195.800003,754800,195.800003
2014-11-07,194.490005,195.259995,190.649994,193.809998,695600,193.809998
2014-11-06,191.419998,195.949997,190.529999,193.139999,1381000,193.139999
2014-11-05,193.009995,197.639999,188.539993,189.889999,1053200,189.889999
2014-11-04,191.399994,193.190002,189.259995,191.300003,612200,191.300003
2014-11-03,192.009995,193.75,189.50,191.039993,914900,191.039993
2014-10-31,197.229996,197.229996,190.300003,191.360001,1237900,191.360001
2014-10-30,190.210007,194.199997,189.149994,192.929993,1146400,192.929993
2014-10-29,192.399994,193.389999,187.850006,190.490005,986900,190.490005
2014-10-28,192.649994,193.899994,190.580002,192.199997,1060000,192.199997
2014-10-27,189.740005,191.00,187.320007,190.550003,1217900,190.550003
2014-10-24,185.50,190.850006,185.009995,190.289993,1812800,190.289993
2014-10-23,179.740005,186.470001,177.720001,185.919998,2389000,185.919998
2014-10-22,175.00,175.089996,170.220001,173.270004,1420000,173.270004
2014-10-21,169.919998,174.50,167.970001,174.479996,1271800,174.479996
2014-10-20,164.490005,169.580002,164.270004,168.199997,1179600,168.199997
2014-10-17,164.850006,168.960007,164.029999,164.75,1546100,164.75
2014-10-16,155.50,166.25,155.009995,163.25,1796200,163.25
2014-10-15,157.850006,161.699997,155.479996,160.729996,1827200,160.729996
2014-10-14,163.740005,166.169998,159.229996,159.460007,1437600,159.460007
2014-10-13,167.669998,168.210007,161.110001,162.770004,1524800,162.770004
2014-10-10,170.649994,173.580002,167.75,167.800003,1211400,167.800003
2014-10-09,175.410004,175.789993,169.75,170.300003,1372800,170.300003
2014-10-08,167.710007,177.380005,165.910004,176.419998,1301000,176.419998
2014-10-07,172.990005,172.990005,167.929993,167.960007,1224400,167.960007
2014-10-06,178.669998,179.589996,173.020004,173.660004,1289100,173.660004
2014-10-03,169.630005,178.600006,168.490005,177.979996,2276600,177.979996
2014-10-02,167.229996,169.490005,164.679993,167.860001,1051400,167.860001
2014-10-01,166.860001,167.669998,164.940002,167.199997,1248100,167.199997
2014-09-30,168.00,168.279999,164.410004,165.820007,1285800,165.820007
2014-09-29,165.759995,168.479996,164.580002,167.949997,929900,167.949997
2014-09-26,165.979996,168.339996,164.220001,167.649994,1071100,167.649994
2014-09-25,167.600006,168.610001,164.559998,165.860001,1394600,165.860001
2014-09-24,158.669998,168.979996,158.669998,168.699997,1613700,168.699997
2014-09-23,159.399994,161.470001,158.580002,158.669998,885000,158.669998
2014-09-22,160.679993,162.449997,157.440002,159.589996,830100,159.589996
2014-09-19,162.800003,163.50,159.279999,161.440002,3092100,161.440002
2014-09-18,161.830002,163.320007,160.449997,161.559998,674100,161.559998
2014-09-17,164.309998,164.619995,160.509995,161.529999,968100,161.529999
2014-09-16,160.029999,164.059998,159.110001,163.410004,928800,163.410004
2014-09-15,162.020004,162.020004,157.300003,160.419998,1145800,160.419998
2014-09-12,166.589996,166.940002,161.800003,162.720001,879300,162.720001
2014-09-11,164.869995,167.110001,164.410004,166.949997,917500,166.949997
2014-09-10,161.020004,165.740005,161.00,165.649994,947300,165.649994
2014-09-09,163.320007,163.869995,160.50,161.369995,1056700,161.369995
2014-09-08,164.699997,165.639999,162.889999,164.160004,935700,164.160004
2014-09-05,165.929993,165.929993,161.300003,165.300003,1075700,165.300003
2014-09-04,170.869995,171.160004,164.789993,165.639999,938700,165.639999
2014-09-03,170.440002,171.350006,169.240005,169.960007,797700,169.960007
2014-09-02,169.990005,170.449997,168.419998,169.139999,839800,169.139999
2014-08-29,169.580002,169.800003,167.179993,169.289993,703600,169.289993
2014-08-28,168.589996,169.550003,167.139999,168.309998,579000,168.309998
2014-08-27,172.330002,172.720001,168.759995,169.169998,837800,169.169998
2014-08-26,170.389999,172.960007,169.419998,172.270004,763100,172.270004
2014-08-25,169.809998,171.710007,169.070007,170.559998,968300,170.559998
2014-08-22,167.369995,168.979996,164.619995,168.220001,734300,168.220001
2014-08-21,169.509995,170.449997,166.020004,166.470001,820700,166.470001
2014-08-20,168.449997,169.910004,167.550003,168.740005,743900,168.740005
2014-08-19,170.669998,170.979996,168.699997,169.759995,693500,169.759995
2014-08-18,173.00,173.25,169.279999,170.240005,1177200,170.240005
2014-08-15,169.50,171.440002,167.240005,171.300003,1609000,171.300003
2014-08-14,164.289993,169.020004,164.289993,168.899994,1158800,168.899994
2014-08-13,161.559998,164.360001,160.399994,164.009995,783000,164.009995
2014-08-12,160.990005,161.389999,159.229996,160.619995,861700,160.619995
2014-08-11,160.039993,162.179993,158.240005,161.779999,969000,161.779999
2014-08-08,156.830002,159.600006,155.550003,159.110001,678300,159.110001
2014-08-07,159.050003,159.429993,155.369995,155.960007,1131500,155.960007
2014-08-06,155.910004,159.570007,154.729996,158.710007,781200,158.710007
2014-08-05,156.979996,159.75,154.559998,156.460007,1299500,156.460007
2014-08-04,159.350006,160.570007,157.220001,158.869995,1026600,158.869995
2014-08-01,158.619995,161.110001,156.210007,159.119995,1160300,159.119995
2014-07-31,161.029999,163.490005,158.350006,158.990005,1445100,158.990005
2014-07-30,165.649994,167.759995,162.660004,163.679993,936100,163.679993
2014-07-29,164.119995,165.020004,161.699997,163.779999,1172500,163.779999
2014-07-28,167.199997,167.199997,160.380005,162.740005,1632100,162.740005
2014-07-25,166.639999,168.419998,164.570007,167.039993,1176700,167.039993
2014-07-24,171.429993,173.699997,163.020004,167.479996,2882100,167.479996
2014-07-23,168.649994,173.490005,168.229996,173.080002,1751400,173.080002
2014-07-22,164.259995,168.410004,164.259995,167.970001,1588500,167.970001
2014-07-21,160.169998,163.919998,158.589996,163.369995,1048500,163.369995
2014-07-18,156.460007,161.740005,155.800003,161.25,1083800,161.25
2014-07-17,157.660004,158.940002,154.380005,155.059998,1557200,155.059998
2014-07-16,161.130005,162.240005,157.470001,158.770004,1175300,158.770004
2014-07-15,164.330002,164.660004,160.259995,160.320007,1215400,160.320007
2014-07-14,164.320007,165.419998,162.600006,163.759995,780200,163.759995
2014-07-11,162.75,163.75,160.889999,163.210007,724300,163.210007
2014-07-10,161.619995,163.440002,160.00,162.889999,1208300,162.889999
2014-07-09,159.660004,164.949997,155.559998,164.520004,1505900,164.520004
2014-07-08,159.979996,160.990005,157.00,159.080002,1285400,159.080002
2014-07-07,164.389999,164.919998,160.050003,160.660004,765900,160.660004
2014-07-03,164.789993,165.960007,162.490005,164.210007,719100,164.210007
2014-07-02,162.119995,164.990005,159.720001,164.220001,1147700,164.220001
2014-07-01,157.809998,163.179993,157.059998,162.789993,1559700,162.789993
2014-06-30,157.570007,159.119995,154.779999,156.25,1813100,156.25
2014-06-27,159.520004,160.949997,156.020004,157.600006,3871600,157.600006
2014-06-26,160.009995,160.380005,157.089996,160.139999,1296600,160.139999
2014-06-25,159.00,161.580002,156.00,159.130005,1603400,159.130005
2014-06-24,161.089996,163.210007,158.210007,158.789993,1279400,158.789993
2014-06-23,164.899994,166.220001,161.509995,161.660004,968100,161.660004
2014-06-20,160.490005,166.509995,159.300003,165.460007,1976000,165.460007
2014-06-19,160.910004,160.919998,157.800003,159.690002,968800,159.690002
2014-06-18,159.860001,161.580002,157.589996,160.429993,1258700,160.429993
2014-06-17,162.490005,163.740005,160.050003,160.149994,1009100,160.149994
2014-06-16,163.869995,166.160004,161.660004,162.820007,1032200,162.820007
2014-06-13,166.100006,166.679993,162.630005,163.729996,1032100,163.729996
2014-06-12,167.229996,168.970001,165.179993,165.970001,806900,165.970001
2014-06-11,165.699997,168.210007,164.149994,167.460007,983000,167.460007
2014-06-10,167.199997,169.190002,165.160004,166.899994,829300,166.899994
2014-06-09,170.020004,170.300003,166.800003,167.809998,801200,167.809998
2014-06-06,172.449997,172.50,167.169998,170.199997,659800,170.199997
2014-06-05,169.850006,170.350006,165.759995,169.50,945500,169.50
2014-06-04,168.119995,170.449997,166.610001,169.589996,1233500,169.589996
2014-06-03,166.199997,168.559998,165.630005,168.220001,809500,168.220001
2014-06-02,163.949997,167.490005,163.75,167.050003,745800,167.050003
2014-05-30,168.020004,168.320007,163.949997,166.320007,981500,166.320007
2014-05-29,168.119995,171.029999,166.199997,167.520004,1108400,167.520004
2014-05-28,168.490005,168.880005,165.639999,167.649994,989900,167.649994
2014-05-27,163.800003,168.25,163.320007,168.199997,1304800,168.199997
2014-05-23,160.910004,163.00,158.029999,162.300003,898600,162.300003
2014-05-22,156.529999,164.50,156.529999,160.479996,1292800,160.479996
2014-05-21,156.679993,157.690002,155.039993,156.600006,573400,156.600006
2014-05-20,158.960007,159.130005,154.449997,155.850006,971800,155.850006
2014-05-19,156.789993,159.50,155.740005,158.419998,583200,158.419998
2014-05-16,157.869995,158.600006,155.490005,157.929993,1071500,157.929993
2014-05-15,159.279999,159.649994,154.00,157.710007,1175100,157.710007
2014-05-14,160.850006,163.979996,158.860001,159.720001,873900,159.720001
2014-05-13,160.889999,164.710007,159.949997,161.50,1359900,161.50
2014-05-12,153.139999,161.520004,153.139999,161.100006,1282000,161.100006
2014-05-09,151.710007,154.320007,147.809998,152.869995,1103100,152.869995
2014-05-08,153.039993,157.070007,150.679993,151.050003,1043100,151.050003
2014-05-07,156.929993,158.460007,151.020004,153.679993,1154400,153.679993
2014-05-06,157.020004,158.869995,154.830002,155.660004,1055000,155.660004
2014-05-05,153.740005,160.50,153.279999,159.699997,889200,159.699997
2014-05-02,161.080002,161.080002,153.529999,155.119995,1783700,155.119995
